ticker,market,currency,price,day_chg,ytd_chg,ret_1m,ret_3m,ret_6m,ret_1y,high_52w,low_52w,from_ath,rsi,vol_ratio,ma5,ma10,ma20,ma50,ma200,score,name
CRM,US,USD,178.16000366210938,2.8,-29.58,-3.79,-22.14,-29.86,-32.99,288.99,164.96,-38.35,45.3,0.77,182.93,179.97,180.03,186.87,229.67,-12,CRM
4733.T,JP,JPY,6270.0,0.0,-24.58,1.08,-19.27,-25.97,-4.7,9183.13,5573.88,-31.72,47.9,1.13,6508.4,6538.6,6432.55,6219.66,7842.39,-12,4733.T
3843.T,JP,JPY,1489.0,-1.39,-11.58,-0.27,-13.38,-8.09,1.1,1754.0,1341.0,-15.11,35.6,1.55,1518.8,1527.1,1532.15,1539.56,1576.07,-12,3843.T
6287.T,JP,JPY,2078.0,-1.61,-10.25,-8.38,-12.0,-4.44,6.06,2487.33,1921.47,-16.46,22.9,1.62,2123.4,2181.8,2230.0,2294.54,2227.14,-12,6287.T
3903.T,JP,JPY,337.0,-1.17,-6.65,1.81,-11.78,-28.75,-28.14,825.0,302.0,-59.15,52.1,0.61,344.6,343.7,337.5,333.72,453.35,-12,3903.T
6560.T,JP,JPY,1738.0,0.93,-17.36,2.54,-18.52,-27.46,-16.24,2558.34,1597.0,-32.07,58.2,0.74,1771.2,1758.2,1712.4,1704.64,2070.78,-12,6560.T
DPZ,US,USD,367.8299865722656,-1.22,-13.07,2.59,-10.68,-11.99,-23.28,489.23,348.14,-24.81,38.5,1.64,368.96,369.19,367.43,380.18,413.68,-12,DPZ
INTU,US,USD,395.95001220703125,3.3,-36.79,-8.18,-29.3,-41.29,-36.04,801.96,350.94,-50.63,44.1,0.65,399.52,390.39,397.48,412.86,594.7,-12,INTU
7059.T,JP,JPY,833.0,-1.54,-15.13,-3.14,-25.97,-22.91,7.6,1155.41,774.17,-27.9,35.9,1.55,853.6,870.9,871.65,901.28,989.33,-12,7059.T
4194.T,JP,JPY,7454.0,-0.51,-24.63,2.73,-16.97,-27.38,-10.56,12310.0,6347.0,-39.45,50.6,1.01,7487.4,7429.4,7381.6,7299.62,9802.64,-12,4194.T
7949.T,JP,JPY,2439.0,-0.41,-9.14,-8.34,-15.42,-1.79,76.7,2987.04,1380.32,-18.35,21.3,1.5,2482.8,2524.0,2579.55,2696.97,2564.61,-12,7949.T
ROP,US,USD,353.3999938964844,-2.85,-18.47,0.92,-13.3,-26.03,-36.14,578.4,314.73,-38.9,44.3,1.06,360.94,359.75,356.24,350.04,442.86,-12,ROP
4432.T,JP,JPY,2712.0,-2.06,-23.02,4.91,-22.15,-9.85,-26.64,4015.36,2498.78,-32.46,49.1,0.88,2787.6,2745.9,2711.8,2669.96,3216.97,-12,4432.T
ADBE,US,USD,245.44000244140625,2.7,-26.36,1.89,-19.45,-30.69,-33.25,420.68,225.35,-41.66,50.6,1.22,247.23,244.93,241.59,252.25,317.27,-12,ADBE
1861.T,JP,JPY,1452.0,-0.75,-5.73,-6.98,-17.49,8.71,44.48,2009.81,983.21,-27.75,18.8,1.14,1483.2,1499.9,1536.7,1680.75,1437.33,-13,1861.T
1852.T,JP,JPY,928.0,-0.85,-7.28,-6.92,-14.35,5.06,29.19,1185.52,683.96,-21.72,20.2,1.34,942.4,955.6,975.0,1016.81,922.37,-13,1852.T
6379.T,JP,JPY,2234.0,-0.89,-7.9,-1.19,-10.42,18.34,57.7,2668.37,1397.53,-16.28,34.8,0.75,2252.0,2303.4,2318.15,2370.48,2116.91,-13,6379.T
4461.T,JP,JPY,8060.0,1.26,0.16,3.47,-10.41,31.08,220.22,12238.6,2515.03,-34.14,49.8,0.49,8052.0,8378.0,8170.0,9319.29,7350.55,-13,4461.T
7240.T,JP,JPY,2747.0,-2.03,-1.59,-4.65,-11.47,7.36,50.82,3253.59,1821.34,-15.57,35.3,0.94,2837.3,2854.55,2856.53,2967.07,2658.71,-13,7240.T
1515.T,JP,JPY,2451.0,-1.41,11.12,-6.38,-21.55,41.66,105.56,4449.02,1192.33,-44.91,43.8,0.76,2568.4,2662.6,2640.85,3069.12,2234.54,-13,1515.T
7751.T,JP,JPY,4024.0,-7.9,-14.93,-9.37,-13.33,-9.19,-2.71,4929.0,3889.65,-18.36,21.8,3.42,4363.6,4394.2,4417.4,4503.1,4424.11,-13,7751.T
7003.T,JP,JPY,5600.0,-0.97,-1.14,-8.54,-11.46,12.19,248.83,8082.8,1605.37,-30.72,43.7,0.74,5717.8,5713.0,5832.35,6486.1,5328.48,-13,7003.T
6196.T,JP,JPY,1217.0,-15.66,-11.81,-8.15,-14.3,-13.17,32.03,1536.67,921.79,-20.8,32.9,6.16,1380.0,1424.5,1413.65,1402.83,1364.26,-13,6196.T
8136.T,JP,JPY,952.2999877929688,-3.13,-3.07,-9.61,1.4,-37.44,-18.34,1709.56,895.85,-44.3,50.5,0.96,1005.32,1010.88,996.94,1051.69,1193.19,-13,8136.T
3635.T,JP,JPY,1596.0,-3.33,-14.08,-5.0,-7.68,-21.08,-29.43,2434.68,1503.52,-34.45,50.8,1.28,1683.8,1685.7,1645.5,1682.28,1873.26,-13,3635.T
LHX,US,USD,317.510009765625,-3.85,4.64,-9.11,-10.05,9.09,49.46,377.17,212.44,-15.82,19.1,1.53,333.65,344.15,348.29,353.81,306.95,-13,LHX
HII,US,USD,359.2900085449219,-2.93,3.05,-6.63,-12.85,24.79,61.91,453.73,219.02,-20.81,19.9,1.34,373.34,384.84,389.41,409.7,334.39,-13,HII
1871.T,JP,JPY,2642.0,-0.19,-5.86,-5.13,-16.18,48.44,84.59,3449.54,1430.35,-23.41,38.1,0.67,2671.8,2717.6,2755.65,2922.33,2337.75,-13,1871.T
1887.T,JP,JPY,576.0,-1.2,5.11,-2.04,-11.93,9.23,26.67,710.0,445.81,-18.87,39.4,0.55,590.4,599.1,597.85,625.5,550.1,-13,1887.T
7888.T,JP,JPY,839.0,-0.71,-6.67,-4.33,-17.83,0.62,49.97,1086.0,559.44,-22.74,14.8,0.9,853.0,863.7,869.85,931.64,876.89,-15,7888.T
4344.T,JP,JPY,125.0,0.0,-16.11,0.0,-13.19,-26.04,-34.55,214.0,121.0,-41.59,45.8,0.69,126.6,126.5,126.05,126.42,156.29,-15,4344.T
4345.T,JP,JPY,881.0,-0.34,-14.49,-4.76,-17.26,4.71,13.16,1082.45,759.15,-18.61,24.1,0.95,892.4,903.9,912.5,925.81,910.87,-15,4345.T
4396.T,JP,JPY,1096.0,-2.75,-24.15,3.79,-25.29,-29.87,13.23,1689.01,962.06,-35.11,50.0,0.96,1140.6,1127.3,1111.65,1159.18,1368.66,-15,4396.T
4362.T,JP,JPY,2343.0,-0.3,-16.56,-5.75,-21.86,-6.53,14.76,3022.85,2025.25,-22.49,28.3,0.97,2365.6,2399.0,2434.65,2515.59,2601.16,-15,4362.T
4204.T,JP,JPY,2419.0,-0.84,-8.24,-7.65,-12.99,-11.66,1.35,3007.08,2371.82,-19.56,22.5,0.87,2478.2,2552.15,2604.47,2718.21,2671.73,-15,4204.T
8111.T,JP,JPY,2180.0,1.04,-13.85,-3.26,-14.63,-13.49,-18.01,3114.91,2157.5,-30.01,45.8,0.78,2217.8,2235.55,2232.9,2300.56,2506.33,-15,8111.T
3963.T,JP,JPY,424.0,-1.62,-37.19,-3.85,-30.19,-28.94,-15.85,707.92,418.0,-40.11,46.7,0.89,440.0,441.0,437.95,468.79,563.05,-15,3963.T
3925.T,JP,JPY,1362.0,-1.16,-17.4,-3.06,-16.28,-17.73,-0.98,1852.69,1332.61,-26.49,25.5,0.71,1385.2,1391.4,1394.35,1402.05,1570.93,-15,3925.T
3922.T,JP,JPY,2115.0,0.14,-22.72,2.77,-24.48,-27.04,3.18,3320.39,2003.0,-36.3,44.0,0.94,2080.2,2096.9,2120.95,2203.47,2649.78,-15,3922.T
4151.T,JP,JPY,2351.5,0.04,-6.46,-7.96,-11.2,5.36,9.61,2885.0,2040.42,-18.49,11.8,0.66,2400.8,2451.1,2535.43,2519.3,2482.99,-15,4151.T
8075.T,JP,JPY,2278.0,-0.78,-9.04,-2.77,-12.62,-0.45,31.39,2747.84,1733.79,-17.1,30.1,1.01,2325.2,2363.5,2370.35,2449.65,2307.38,-15,8075.T
4023.T,JP,JPY,3855.0,-1.28,-4.32,-7.45,-11.59,4.67,62.5,4779.36,2368.58,-19.34,37.3,1.06,3936.0,4080.0,4075.25,4316.38,3856.04,-15,4023.T
8031.T,JP,JPY,5784.0,1.14,22.82,-10.74,13.46,56.97,112.29,6597.91,2717.24,-12.34,25.6,0.72,5746.6,5877.1,6085.6,5937.84,4389.12,-15,8031.T
COR,US,USD,308.19000244140625,-1.03,-8.9,-3.09,-13.16,-5.88,8.57,374.11,276.4,-17.62,36.8,0.82,312.66,316.98,317.94,337.9,327.21,-15,COR
5947.T,JP,JPY,3513.0,0.06,-10.88,-5.08,-13.52,3.17,14.91,4252.55,3057.07,-17.39,33.8,0.78,3512.8,3547.6,3621.4,3764.02,3733.18,-15,5947.T
7864.T,JP,JPY,2507.0,-1.84,-19.43,-2.87,-22.74,-7.9,-0.38,3308.85,2438.7,-24.23,31.7,1.19,2580.6,2639.0,2652.1,2687.93,2838.92,-15,7864.T
4072.T,JP,JPY,2866.0,-0.07,-19.94,-1.48,-17.29,-19.61,16.86,4684.66,2387.45,-38.82,41.4,0.8,2939.0,2969.8,2953.2,2962.16,3243.18,-15,4072.T
7925.T,JP,JPY,2026.0,-0.49,-7.55,-8.74,-14.25,-1.58,19.55,2446.43,1679.23,-17.19,21.4,0.97,2060.0,2090.1,2141.6,2214.75,2116.82,-15,7925.T
8007.T,JP,JPY,768.0,-0.9,-8.69,-7.19,-14.53,-2.49,24.43,915.12,614.39,-16.08,18.6,1.09,779.8,794.9,807.7,838.74,816.29,-15,8007.T
4208.T,JP,JPY,2351.0,0.09,-6.41,-4.97,-11.77,5.68,20.32,2833.51,1954.02,-17.03,35.4,0.92,2380.2,2403.3,2431.38,2541.15,2396.11,-15,4208.T
NCLH,US,USD,18.510000228881836,0.49,-18.74,-6.75,-10.97,-21.17,7.43,26.94,16.03,-31.29,44.7,0.71,19.11,19.9,19.52,20.73,22.22,-15,NCLH
9997.T,JP,JPY,833.0,-1.54,-15.73,-7.13,-14.19,-16.23,-10.15,1040.6,833.0,-19.95,28.3,1.35,844.8,856.4,869.8,904.24,953.11,-15,9997.T
5989.T,JP,JPY,1259.0,-0.08,-10.24,4.74,-12.31,-6.2,20.36,1502.01,1046.06,-16.18,31.6,0.68,1284.4,1283.3,1271.5,1295.61,1332.0,-15,5989.T
6412.T,JP,JPY,1817.0,-0.33,-9.15,-4.37,-10.11,-8.83,-14.89,2188.76,1817.0,-16.99,23.6,0.92,1856.0,1874.0,1888.05,1913.08,1988.82,-15,6412.T
IQV,US,USD,162.27999877929688,1.0,-27.99,-4.2,-32.22,-26.21,7.99,244.29,137.0,-33.57,40.9,0.64,170.12,172.44,171.04,169.89,197.02,-15,IQV
9746.T,JP,JPY,3610.0,-1.1,-12.76,-1.77,-12.97,-10.74,-6.3,4464.73,3551.84,-19.14,34.1,0.8,3679.0,3703.0,3727.75,3774.62,4068.87,-15,9746.T
6151.T,JP,JPY,1618.0,-0.49,-10.27,-2.41,-15.07,-7.75,-0.02,1913.91,1551.29,-15.46,35.9,1.01,1649.8,1666.7,1661.25,1716.65,1751.33,-15,6151.T
FSLR,US,USD,193.75999450683594,-1.24,-29.37,4.27,-20.25,-15.39,36.59,284.59,125.82,-31.92,48.4,0.73,191.55,193.6,194.62,201.72,221.05,-15,FSLR
4449.T,JP,JPY,1063.0,-1.48,-14.55,-5.93,-22.35,-4.44,-29.39,1858.69,946.0,-42.81,41.9,1.17,1098.6,1101.5,1107.4,1081.38,1214.22,-15,4449.T
4483.T,JP,JPY,3355.0,-0.89,-14.08,1.51,-10.89,-28.72,7.98,4900.0,2991.0,-31.53,42.9,0.74,3437.0,3537.0,3488.75,3608.0,4003.15,-15,4483.T
ZS,US,USD,135.5,1.9,-38.57,-4.24,-36.84,-57.49,-37.15,336.27,118.05,-59.7,46.8,0.75,137.11,133.09,133.83,147.4,237.6,-15,ZS
TRI,US,USD,89.75,-0.48,-28.43,-0.7,-26.65,-44.43,-49.67,210.94,80.86,-57.45,48.4,0.63,92.88,91.83,90.02,92.98,136.4,-15,TRI
6458.T,JP,JPY,1189.0,0.17,-14.75,-2.54,-19.54,-6.86,5.74,1579.17,1124.46,-24.71,38.4,0.7,1204.4,1206.3,1214.6,1275.31,1293.35,-15,6458.T
IBM,US,USD,231.97999572753906,0.39,-19.96,-4.01,-21.27,-17.69,2.3,313.19,223.35,-25.93,38.9,1.49,244.86,245.17,243.02,246.1,272.12,-15,IBM
5838.T,JP,JPY,6156.0,-1.5,-11.69,1.5,-13.7,-24.72,7.32,9087.0,5075.0,-32.25,52.8,0.78,6303.4,6507.3,6343.05,6667.72,7272.78,-15,5838.T
DLTR,US,USD,103.75,1.47,-18.75,-2.11,-17.26,3.11,28.77,141.21,80.17,-26.53,38.5,0.76,103.81,102.9,104.69,112.92,111.55,-15,DLTR
5929.T,JP,JPY,3591.0,-0.72,-11.42,-1.18,-11.91,-11.8,-17.29,5149.79,3441.29,-30.27,54.5,0.6,3639.6,3651.6,3632.9,3724.84,4091.86,-15,5929.T
6758.T,JP,JPY,3208.0,-1.69,-21.05,0.36,-10.89,-27.14,-8.44,4681.69,3179.57,-31.48,42.9,1.0,3308.8,3321.7,3316.5,3355.57,3862.67,-15,6758.T
9404.T,JP,JPY,2988.5,-0.52,-20.33,-7.36,-21.84,-18.57,-7.41,4097.48,2970.82,-27.06,35.1,1.34,3070.3,3112.25,3128.47,3195.59,3566.48,-15,9404.T
5482.T,JP,JPY,2691.0,-2.68,-7.67,-8.5,-18.15,5.12,41.48,3424.65,1749.45,-21.42,34.9,1.06,2769.8,2790.8,2830.7,3004.75,2738.23,-15,5482.T
6240.T,JP,JPY,486.0,-0.21,-17.06,-0.41,-18.56,-37.62,-1.87,789.82,463.5,-38.47,50.0,0.52,492.8,495.6,491.85,519.04,609.46,-15,6240.T
MKC,US,USD,51.529998779296875,-0.69,-22.73,0.79,-14.73,-22.29,-28.85,75.37,47.95,-31.63,56.3,0.38,51.94,52.62,51.68,58.17,64.27,-15,MKC
8158.T,JP,JPY,1007.0,0.0,-6.73,-5.27,-12.09,1.78,1.25,1203.36,962.88,-16.32,29.3,0.78,1018.0,1022.9,1035.35,1087.06,1058.41,-15,8158.T
3916.T,JP,JPY,928.0,-0.75,-30.49,-2.83,-33.09,-23.71,-20.65,1387.0,916.0,-33.09,45.9,0.94,945.4,943.1,936.2,983.04,1181.69,-15,3916.T
3844.T,JP,JPY,1354.0,-0.07,-20.01,-9.04,-21.39,-14.25,-15.19,1749.84,1353.0,-22.62,30.7,0.71,1385.6,1388.7,1422.3,1450.12,1589.36,-15,3844.T
EFX,US,USD,172.47000122070312,-1.41,-19.2,-1.17,-19.37,-25.06,-32.15,278.03,169.5,-37.97,41.4,1.02,183.39,186.33,183.14,188.35,217.97,-15,EFX
DXCM,US,USD,61.56999969482422,-1.8,-7.47,-6.84,-16.05,-13.35,-14.08,89.53,54.84,-31.23,44.7,0.88,62.98,62.77,63.05,66.88,70.11,-15,DXCM
9332.T,JP,JPY,592.0,-1.33,-13.0,-4.21,-13.0,-5.24,-8.2,696.81,591.09,-15.04,37.4,0.99,606.8,611.8,614.7,623.22,639.0,-15,9332.T
2353.T,JP,JPY,248.0,-1.2,-3.88,-9.82,-12.68,-9.82,8.36,303.0,226.94,-18.15,11.9,1.14,259.4,268.4,272.6,274.04,274.45,-15,2353.T
2327.T,JP,JPY,3680.0,-0.76,-15.02,0.77,-20.04,7.49,7.05,4602.59,3293.84,-20.04,38.4,1.0,3800.2,3810.1,3791.75,3748.83,3807.42,-15,2327.T
2301.T,JP,JPY,1613.0,-0.92,-7.83,-1.16,-10.29,-4.86,1.39,1900.0,1556.0,-15.11,27.3,1.08,1640.6,1653.6,1655.5,1724.46,1734.93,-15,2301.T
9267.T,JP,JPY,3870.0,-1.28,-21.66,-1.4,-13.71,-20.84,13.5,5392.96,3195.26,-28.24,31.5,0.84,3971.0,4003.0,4041.75,4110.5,4559.47,-15,9267.T
8227.T,JP,JPY,3315.0,0.55,-66.8,0.0,-68.9,-64.1,-63.41,11302.68,3267.0,-70.67,53.7,0.66,3356.6,3353.0,3337.0,4013.03,8889.01,-15,8227.T
CLX,US,USD,98.68000030517578,1.04,0.18,-2.21,-10.49,-13.15,-25.42,136.16,95.16,-27.53,39.8,0.74,98.49,100.37,101.54,109.56,111.14,-15,CLX
6279.T,JP,JPY,861.0,-1.26,-15.42,-4.33,-15.25,-13.73,-19.16,1105.58,850.0,-22.12,15.4,0.56,885.6,895.2,902.15,916.96,967.5,-15,6279.T
LYB,US,USD,69.87000274658203,-1.2,59.31,-10.1,39.05,55.42,28.43,82.38,40.7,-15.19,37.2,0.59,70.52,71.6,74.74,68.75,53.6,-15,LYB
8150.T,JP,JPY,2665.0,0.45,-11.4,-5.76,-13.88,1.56,44.67,3152.38,1842.1,-15.46,37.8,1.07,2694.2,2738.1,2750.75,2863.3,2756.64,-15,8150.T
MDT,US,USD,83.31999969482422,-0.56,-12.55,-4.19,-16.56,-10.18,2.15,103.73,78.19,-19.68,39.6,0.65,83.47,85.24,86.05,89.6,93.09,-15,MDT
GEN,US,USD,19.040000915527344,1.22,-26.58,0.37,-25.32,-29.27,-23.23,31.71,17.89,-39.96,47.3,0.65,19.63,19.56,19.12,20.68,25.79,-15,GEN
6745.T,JP,JPY,1921.0,-0.36,32.73,-11.61,18.93,49.77,148.1,2222.73,774.28,-13.57,38.3,0.74,1947.6,2021.9,2062.1,2061.14,1491.08,-15,6745.T
3769.T,JP,JPY,7969.0,-1.42,-15.98,-2.47,-16.05,-3.52,-6.8,10265.0,7305.0,-22.37,37.0,0.96,8414.0,8621.4,8554.2,8078.42,8650.68,-15,3769.T
7172.T,JP,JPY,1959.0,-1.11,-1.95,1.19,-12.35,5.56,28.75,2483.0,1520.64,-21.1,38.8,0.56,1986.2,2006.6,1998.1,1982.22,1972.92,-15,7172.T
5410.T,JP,JPY,3410.0,-1.45,-12.34,-6.7,-16.03,-10.99,-3.26,4178.54,3410.0,-18.39,13.9,1.19,3484.0,3521.5,3593.25,3701.93,3783.83,-15,5410.T
5406.T,JP,JPY,1853.5,0.43,-9.88,-3.71,-18.38,7.9,18.69,2301.67,1462.53,-19.47,33.0,0.92,1882.7,1913.4,1924.33,2015.51,1876.71,-15,5406.T
5202.T,JP,JPY,479.0,0.0,-16.7,-1.24,-27.75,-16.98,21.27,699.0,390.0,-31.47,57.1,0.81,480.0,479.8,479.45,513.8,530.98,-15,5202.T
PAYX,US,USD,89.81999969482422,-1.24,-16.43,-4.03,-14.54,-26.55,-35.07,155.44,85.57,-42.22,44.8,0.85,92.19,91.35,90.99,92.42,113.88,-15,PAYX
5351.T,JP,JPY,1913.0,-1.03,-8.27,-9.12,-11.35,4.15,25.51,2450.61,1520.41,-21.94,20.4,1.05,1958.4,2005.8,2048.0,2167.2,1944.37,-15,5351.T
5401.T,JP,JPY,573.0999755859375,-1.21,-10.12,-2.05,-12.96,-3.57,8.95,683.97,474.06,-16.21,39.4,1.26,586.76,591.56,590.17,602.39,589.36,-15,5401.T
9201.T,JP,JPY,2468.0,0.24,-14.65,-6.36,-15.04,-14.39,-1.36,3167.9,2462.0,-22.09,38.0,0.7,2514.5,2528.8,2569.5,2709.2,2865.94,-15,9201.T
PLTR,US,USD,143.08999633789062,1.07,-14.76,-3.03,-14.56,-20.72,26.88,207.18,108.86,-30.93,46.1,0.74,145.83,142.85,142.38,144.35,164.43,-15,PLTR
1605.T,JP,JPY,4074.0,2.65,30.74,-16.86,26.13,52.99,135.31,4900.0,1726.05,-16.86,33.9,0.74,3904.6,3995.8,4252.05,4158.62,3096.25,-15,1605.T
368A.T,JP,JPY,1305.0,-0.68,-14.36,-3.55,-16.12,-2.36,-25.8,1867.41,1279.24,-30.12,42.2,1.27,1338.6,1338.0,1341.6,1377.58,1472.25,-15,368A.T
7769.T,JP,JPY,3415.0,-1.3,-10.82,-5.49,-13.31,7.34,0.95,4189.07,2879.08,-18.48,31.6,0.7,3486.0,3532.5,3555.25,3744.18,3431.27,-15,7769.T
5411.T,JP,JPY,1685.5,-0.56,-15.24,-8.99,-19.5,-1.89,7.14,2309.13,1535.86,-27.01,23.6,1.47,1724.6,1773.2,1809.62,1930.15,1855.42,-15,5411.T
7701.T,JP,JPY,3594.0,0.31,-13.65,-5.79,-17.82,-8.68,0.55,4424.61,3180.24,-18.77,27.0,1.22,3662.4,3745.3,3773.8,3892.36,3888.9,-15,7701.T
4709.T,JP,JPY,886.0,-0.67,-14.03,-2.85,-13.27,-14.43,-0.68,1194.86,872.93,-25.85,27.7,1.31,906.2,916.7,929.7,926.89,1015.32,-15,4709.T
4687.T,JP,JPY,942.0,-0.53,-27.84,1.84,-24.95,-29.15,-19.04,1421.29,899.0,-33.72,50.3,0.44,958.6,955.1,944.25,972.35,1212.43,-15,4687.T
4704.T,JP,JPY,5576.0,-3.28,-13.36,4.46,-11.17,-25.95,-40.94,10991.03,4906.0,-49.27,55.5,0.73,5792.4,5690.1,5499.25,5431.82,7043.61,-15,4704.T
4680.T,JP,JPY,888.2999877929688,-2.59,-21.08,4.75,-21.91,-20.95,2.99,1625.5,802.2,-45.35,53.1,0.81,925.06,939.1,903.62,928.34,1165.23,-15,4680.T
4674.T,JP,JPY,1382.0,0.22,-18.98,-4.09,-19.16,-15.28,22.07,1761.55,1122.54,-21.55,35.1,1.19,1409.2,1430.5,1440.9,1462.43,1578.71,-15,4674.T
3687.T,JP,JPY,1263.0,0.72,-18.99,1.61,-19.55,-38.84,-24.18,2213.0,1195.0,-42.93,50.6,0.75,1301.0,1320.9,1276.75,1365.6,1683.51,-15,3687.T
4686.T,JP,JPY,3580.0,0.56,-27.86,2.93,-29.0,-19.27,6.71,5291.74,3265.48,-32.35,54.1,1.17,3598.0,3595.0,3573.75,3645.75,4370.81,-15,4686.T
2587.T,JP,JPY,4438.0,-0.69,-6.47,-0.25,-10.87,-6.84,-7.09,5245.0,4333.0,-15.39,38.7,0.5,4522.8,4597.7,4590.5,4645.06,4687.69,-15,2587.T
256A.T,JP,JPY,1986.0,-1.0,-11.79,-6.85,-19.63,-1.97,17.4,2550.38,1686.88,-22.13,27.9,0.97,2012.4,2025.8,2074.15,2193.83,2111.5,-15,256A.T
9020.T,JP,JPY,3461.0,-1.14,-15.94,-4.81,-11.78,-3.84,14.71,4159.96,2913.08,-16.8,39.3,0.98,3509.0,3524.6,3569.3,3656.09,3657.94,-15,9020.T
3817.T,JP,JPY,4485.0,-1.86,-14.36,-3.34,-20.04,-10.16,8.58,5687.43,4101.77,-21.14,18.0,0.89,4590.0,4668.5,4712.0,4768.35,4864.61,-15,3817.T
3771.T,JP,JPY,1663.0,-0.48,-13.23,-0.3,-14.01,-17.49,1.57,2125.79,1608.5,-21.77,35.3,0.72,1699.8,1715.7,1723.3,1713.79,1889.08,-15,3771.T
8214.T,JP,JPY,1545.0,-0.96,-11.29,-4.69,-14.69,-4.52,29.39,1832.18,1191.22,-15.67,27.3,1.11,1576.6,1593.8,1613.2,1651.86,1672.94,-15,8214.T
8185.T,JP,JPY,960.0,-0.62,-9.67,-8.57,-11.22,-1.82,-13.25,1258.87,942.69,-23.74,19.1,0.68,975.4,982.7,1011.2,1046.26,1077.98,-15,8185.T
9416.T,JP,JPY,1084.0,-1.9,-15.58,-7.19,-13.83,-10.01,-9.87,1338.0,1047.28,-18.98,30.8,1.44,1121.2,1156.9,1164.05,1199.72,1200.0,-15,9416.T
7649.T,JP,JPY,3175.0,-2.4,-12.88,-8.34,-16.5,-8.36,13.02,4012.6,2809.12,-20.87,21.0,1.15,3348.2,3396.9,3496.1,3504.28,3584.59,-15,7649.T
7241.T,JP,JPY,940.0,-1.78,-9.93,-3.89,-12.88,-0.18,22.85,1149.49,676.84,-18.22,26.4,0.95,965.6,976.1,982.55,1022.59,957.72,-15,7241.T
2607.T,JP,JPY,3373.0,-1.11,-8.56,-7.0,-16.78,2.29,9.6,4228.69,2683.33,-20.24,34.2,1.12,3460.6,3519.5,3573.1,3620.75,3465.14,-15,2607.T
2678.T,JP,JPY,1137.0,0.0,-18.2,-3.4,-18.14,-18.79,-22.57,1633.0,1108.0,-30.37,42.6,1.14,1180.2,1180.3,1174.3,1220.22,1409.93,-15,2678.T
9025.T,JP,JPY,2833.0,-0.98,-10.65,-3.38,-13.33,-10.51,14.98,3553.34,2463.82,-20.27,23.4,0.88,2895.2,2954.6,2970.45,3106.89,3128.89,-15,9025.T
3580.T,JP,JPY,731.0,-0.81,-12.56,-5.92,-17.69,-9.47,-1.02,910.76,684.3,-19.74,26.2,0.52,749.6,758.6,771.85,815.89,803.35,-15,3580.T
3632.T,JP,JPY,372.0,-1.59,-7.46,-2.36,-11.43,-9.93,-27.93,527.8,364.0,-29.52,36.7,1.17,378.2,379.9,379.6,381.52,420.12,-15,3632.T
7611.T,JP,JPY,2855.0,-1.42,-16.86,-4.67,-10.39,-16.38,-6.96,3855.07,2855.0,-25.94,25.4,0.71,2910.6,2957.8,2977.2,3032.47,3326.29,-15,7611.T
3696.T,JP,JPY,1495.0,-0.73,-23.8,0.4,-22.18,-32.22,-26.65,2635.62,1419.0,-43.28,51.9,1.01,1526.8,1531.7,1502.8,1538.2,2020.71,-15,3696.T
3694.T,JP,JPY,436.0,-0.23,-13.15,2.35,-16.63,-24.31,-31.45,673.0,400.0,-35.22,57.3,1.14,436.8,433.2,429.35,436.66,513.98,-15,3694.T
3431.T,JP,JPY,1625.0,-0.91,-10.52,-7.25,-15.35,-17.03,-5.6,2034.02,1625.0,-20.11,22.4,0.78,1647.6,1659.4,1699.05,1749.14,1853.01,-15,3431.T
VRSK,US,USD,177.58999633789062,0.25,-19.45,-4.39,-18.98,-24.01,-37.43,318.85,164.28,-44.3,41.9,0.99,179.09,176.72,178.52,189.91,226.94,-15,VRSK
3498.T,JP,JPY,6490.0,-2.26,-12.53,0.62,-12.89,-33.3,2.59,10060.0,5847.51,-35.49,54.1,0.47,6760.0,6556.0,6498.0,6812.2,8043.46,-15,3498.T
3496.T,JP,JPY,4130.0,0.49,-18.35,-6.81,-13.99,-14.78,11.11,5344.04,3702.58,-22.72,15.2,0.87,4201.0,4300.5,4407.5,4423.48,4652.92,-15,3496.T
TAP,US,USD,42.439998626708984,-1.0,-9.54,1.26,-12.75,-5.03,-22.3,55.35,41.16,-23.32,37.3,1.05,43.18,43.73,43.84,45.18,46.55,-15,TAP
4725.T,JP,JPY,1812.0,-0.77,-11.48,-0.66,-11.57,-13.57,-6.76,2166.81,1786.0,-16.37,33.8,0.84,1836.4,1843.2,1843.45,1866.88,1996.99,-15,4725.T
CPRT,US,USD,33.06999969482422,-2.39,-12.44,0.12,-20.39,-25.97,-45.7,63.84,32.43,-48.2,53.8,0.99,33.63,33.48,33.21,34.72,41.17,-15,CPRT
4662.T,JP,JPY,1531.0,-0.26,-11.69,-4.19,-16.8,-0.83,48.69,2077.4,1026.79,-26.3,36.6,0.71,1554.8,1569.6,1581.45,1598.55,1606.85,-15,4662.T
7226.T,JP,JPY,2746.0,-0.4,-10.63,-7.7,-16.97,5.46,24.37,3458.62,2207.84,-20.6,18.8,1.1,2770.8,2811.7,2875.0,3046.36,2810.21,-15,7226.T
COO,US,USD,64.41999816894531,-0.82,-20.58,-9.95,-20.37,-13.55,-20.36,84.44,64.32,-23.71,26.2,1.11,66.61,68.61,69.63,74.36,74.45,-15,COO
